card_code,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_sum,segment
2719000208825.0,20,11,102633.48000000001,4,4,5,445,13,Champions
2719000208849.0,52,6,17830.0,3,3,3,333,9,Loyal
2719000208856.0,61,11,43480.0,2,4,5,245,11,Loyal
2719000208870.0,11,30,85692.3,4,5,5,455,14,Champions
2719000208887.0,41,2,4820.0,3,1,2,312,6,Potential
2719000208894.0,185,1,6440.0,1,1,2,112,4,At Risk
2719000208900.0,46,2,11930.0,3,1,3,313,7,Potential
2719000208917.0,5,7,10344.74,5,4,2,542,11,Loyal
2719000208931.0,111,5,3660.0,1,3,1,131,5,At Risk
2719000208948.0,20,6,31415.0,4,3,4,434,11,Loyal
2719000208955.0,3,13,44449.54,5,5,5,555,15,Champions
2719000208962.0,61,6,15768.92,2,3,3,233,8,Potential
2719000209006.0,10,26,49697.54,4,5,5,455,14,Champions
2719000209013.0,26,2,7468.0,3,1,2,312,6,Potential
2719000209020.0,18,4,16840.0,4,3,3,433,10,Loyal
2719000209044.0,22,22,56386.45,4,5,5,455,14,Champions
2719000209068.0,37,1,2810.0,3,1,1,311,5,At Risk
2719000209075.0,1,9,24630.0,5,4,4,544,13,Champions
2719000209082.0,1,23,54850.0,5,5,5,555,15,Champions
2719000209129.0,4,15,28540.0,5,5,4,554,14,Champions
2719000209150.0,185,4,10505.0,1,3,2,132,6,Potential
2719000209174.0,3,27,46102.44,5,5,5,555,15,Champions
2719000209198.0,7,3,9070.0,5,2,2,522,9,Loyal
2719000209211.0,11,5,7054.64,4,3,2,432,9,Loyal
2719000209235.0,178,1,820.0,1,1,1,111,3,Lost
2719000209242.0,7,11,169600.0,5,4,5,545,14,Champions
2719000209273.0,19,2,1210.0,4,1,1,411,6,Potential
2719000209280.0,2,1,1760.0,5,1,1,511,7,Potential
2719000209310.0,75,3,13870.0,2,2,3,223,7,Potential
2719000209327.0,11,5,7940.0,4,3,2,432,9,Loyal
2719000209334.0,13,28,58727.200000000004,4,5,5,455,14,Champions
2719000209341.0,3,14,34005.0,5,5,4,554,14,Champions
2719000209358.0,11,9,21405.0,4,4,4,444,12,Champions
2719000209365.0,59,3,16031.0,2,2,3,223,7,Potential
2719000209372.0,23,23,39070.0,3,5,4,354,12,Champions
2719000209389.0,16,13,16554.65,4,5,3,453,12,Champions
2719000209396.0,163,1,600.0,1,1,1,111,3,Lost
2719000209402.0,5,4,9120.0,5,3,2,532,10,Loyal
2719000209419.0,135,6,8612.24,1,3,2,132,6,Potential
2719000209440.0,30,5,18705.0,3,3,3,333,9,Loyal
2719000209464.0,42,6,22132.5,3,3,4,334,10,Loyal
2719000209471.0,2,16,55470.520000000004,5,5,5,555,15,Champions
2719000209501.0,23,33,81293.14,3,5,5,355,13,Champions
2719000209518.0,18,9,18460.0,4,4,3,443,11,Loyal
2719000209525.0,122,1,1020.0,1,1,1,111,3,Lost
2719000209532.0,27,1,4800.0,3,1,2,312,6,Potential
2719000209563.0,5,3,10190.0,5,2,2,522,9,Loyal
2719000209570.0,8,3,8680.0,5,2,2,522,9,Loyal
2719000209594.0,40,2,200.0,3,1,1,311,5,At Risk
2719000209600.0,69,2,8840.0,2,1,2,212,5,At Risk
2719000209624.0,41,7,11330.0,3,4,3,343,10,Loyal
2719000209631.0,117,3,6750.0,1,2,2,122,5,At Risk
2719000209693.0,40,4,11500.0,3,3,3,333,9,Loyal
2719000209716.0,40,8,33900.0,3,4,4,344,11,Loyal
2719000209723.0,30,15,62983.0,3,5,5,355,13,Champions
2719000209747.0,2,70,226664.34,5,5,5,555,15,Champions
2719000209754.0,20,48,107905.24,4,5,5,455,14,Champions
2719000209761.0,8,11,9045.96,5,4,2,542,11,Loyal
2719000209785.0,110,3,16790.0,2,2,3,223,7,Potential
2719000209808.0,12,5,5520.0,4,3,2,432,9,Loyal
2719000209815.0,94,3,14030.0,2,2,3,223,7,Potential
2719000209822.0,10,9,35820.0,4,4,4,444,12,Champions
2719000209853.0,19,8,22990.0,4,4,4,444,12,Champions
2719000209884.0,121,7,52330.0,1,4,5,145,10,Loyal
2719000209891.0,63,6,5801.0,2,3,2,232,7,Potential
2719000209907.0,4,7,18790.0,5,4,3,543,12,Champions
2719000209914.0,114,2,10705.0,1,1,2,112,4,At Risk
2719000209945.0,11,6,26350.0,4,3,4,434,11,Loyal
2719000209952.0,17,2,1200.0,4,1,1,411,6,Potential
2719000209969.0,70,2,2944.0,2,1,1,211,4,At Risk
2719000209990.0,29,3,11170.0,3,2,3,323,8,Potential
2719000210019.0,69,11,94297.54000000001,2,4,5,245,11,Loyal
2719000210057.0,42,7,18522.5,3,4,3,343,10,Loyal
2719000210064.0,119,3,5560.0,1,2,2,122,5,At Risk
2719000210071.0,10,6,12720.0,4,3,3,433,10,Loyal
2719000210088.0,100,1,7900.0,2,1,2,212,5,At Risk
2719000210095.0,75,2,3450.0,2,1,1,211,4,At Risk
2719000210101.0,10,19,92001.05,4,5,5,455,14,Champions
2719000210132.0,4,1,3240.0,5,1,1,511,7,Potential
2719000210149.0,16,7,13225.0,4,4,3,443,11,Loyal
2719000210217.0,145,1,350.0,1,1,1,111,3,Lost
2719000210224.0,121,5,12986.3,1,3,3,133,7,Potential
2719000210330.0,8,5,8300.0,5,3,2,532,10,Loyal
2719000210385.0,71,2,1075.0,2,1,1,211,4,At Risk
2719000210415.0,17,4,12590.0,4,3,3,433,10,Loyal
2719000210422.0,53,7,5781.219999999999,2,4,2,242,8,Potential
2719000210439.0,21,5,26870.0,4,3,4,434,11,Loyal
2719000210446.0,9,2,13090.0,4,1,3,413,8,Potential
2719000210484.0,63,1,1450.0,2,1,1,211,4,At Risk
2719000210514.0,16,12,50974.06,4,4,5,445,13,Champions
2719000210538.0,38,10,24025.62,3,4,4,344,11,Loyal
2719000210552.0,1,3,4440.0,5,2,2,522,9,Loyal
2719000210569.0,48,31,64161.64,3,5,5,355,13,Champions
2719000210583.0,7,13,37025.0,5,5,4,554,14,Champions
2719000210590.0,20,3,18050.0,4,2,3,423,9,Loyal
2719000210637.0,140,1,2450.0,1,1,1,111,3,Lost
2719000210644.0,189,1,4816.64,1,1,2,112,4,At Risk
2719000210668.0,4,11,40610.0,5,4,5,545,14,Champions
2719000210682.0,78,2,1510.0,2,1,1,211,4,At Risk
2719000210705.0,8,7,8480.0,5,4,2,542,11,Loyal
2719000210736.0,116,1,8370.33,1,1,2,112,4,At Risk
2719000210743.0,8,2,3279.0,5,1,1,511,7,Potential
2719000210767.0,107,2,20000.0,2,1,3,213,6,Potential
2719000210774.0,1,8,35007.56,5,4,4,544,13,Champions
2719000210781.0,2,12,23010.0,5,4,4,544,13,Champions
2719000210811.0,12,5,12750.0,4,3,3,433,10,Loyal
2719000210842.0,1,15,23225.0,5,5,4,554,14,Champions
2719000210859.0,28,3,8495.0,3,2,2,322,7,Potential
2719000210866.0,8,40,159267.19,5,5,5,555,15,Champions
2719000210897.0,195,1,2730.0,1,1,1,111,3,Lost
2719000210903.0,20,9,20001.5,4,4,3,443,11,Loyal
2719000210910.0,92,4,6403.75,2,3,2,232,7,Potential
2719000210927.0,67,1,6190.0,2,1,2,212,5,At Risk
2719000210972.0,10,22,58043.979999999996,4,5,5,455,14,Champions
2719000210989.0,1,4,8980.0,5,3,2,532,10,Loyal
2719000211009.0,62,4,2750.0,2,3,1,231,6,Potential
2719000212037.0,106,2,13130.0,2,1,3,213,6,Potential
2719000212051.0,76,6,24584.0,2,3,4,234,9,Loyal
2719000212068.0,1,9,37870.0,5,4,4,544,13,Champions
2719000212099.0,19,2,5690.0,4,1,2,412,7,Potential
2719000212105.0,31,4,6300.0,3,3,2,332,8,Potential
2719000212112.0,148,3,4670.0,1,2,2,122,5,At Risk
2719000212143.0,3,11,31700.0,5,4,4,544,13,Champions
2719000212198.0,4,6,15932.619999999999,5,3,3,533,11,Loyal
2719000212211.0,5,11,16223.17,5,4,3,543,12,Champions
2719000212228.0,87,4,11000.0,2,3,3,233,8,Potential
2719000212242.0,54,5,12970.0,2,3,3,233,8,Potential
2719000212266.0,2,5,24159.42,5,3,4,534,12,Champions
2719000212273.0,13,10,7162.5,4,4,2,442,10,Loyal
2719000212280.0,7,4,17123.63,5,3,3,533,11,Loyal
2719000212297.0,169,2,12161.4,1,1,3,113,5,At Risk
2719000212334.0,106,1,1800.0,2,1,1,211,4,At Risk
2719000212341.0,28,13,68630.0,3,5,5,355,13,Champions
2719000212372.0,65,1,2090.0,2,1,1,211,4,At Risk
2719000212396.0,2,4,14260.0,5,3,3,533,11,Loyal
2719000212419.0,215,1,6130.0,1,1,2,112,4,At Risk
2719000212426.0,106,2,8427.18,2,1,2,212,5,At Risk
2719000212464.0,90,3,3530.0,2,2,1,221,5,At Risk
2719000212471.0,43,3,30685.0,3,2,4,324,9,Loyal
2719000212495.0,49,10,20825.0,3,4,4,344,11,Loyal
2719000212501.0,33,4,9642.8,3,3,2,332,8,Potential
2719000212518.0,137,1,820.0,1,1,1,111,3,Lost
2719000212525.0,46,5,13441.76,3,3,3,333,9,Loyal
2719000212549.0,130,4,22930.0,1,3,4,134,8,Potential
2719000212556.0,172,1,500.0,1,1,1,111,3,Lost
2719000212570.0,106,3,10060.0,2,2,2,222,6,Potential
2719000212617.0,33,7,30737.07,3,4,4,344,11,Loyal
2719000212648.0,84,2,2680.0,2,1,1,211,4,At Risk
2719000212655.0,111,4,3932.34,1,3,1,131,5,At Risk
2719000212662.0,69,1,10820.0,2,1,3,213,6,Potential
2719000212679.0,94,2,13850.0,2,1,3,213,6,Potential
2719000212686.0,143,1,380.0,1,1,1,111,3,Lost
2719000212716.0,190,1,1680.0,1,1,1,111,3,Lost
2719000212723.0,16,4,13790.0,4,3,3,433,10,Loyal
2719000212747.0,4,5,14880.0,5,3,3,533,11,Loyal
2719000212778.0,11,1,4900.0,4,1,2,412,7,Potential
2719000212808.0,40,13,38020.0,3,5,4,354,12,Champions
2719000212822.0,23,3,3241.0,3,2,1,321,6,Potential
2719000212839.0,18,1,4960.0,4,1,2,412,7,Potential
2719000212846.0,105,4,6570.0,2,3,2,232,7,Potential
2719000212853.0,96,10,62034.5,2,4,5,245,11,Loyal
2719000212877.0,154,2,16450.0,1,1,3,113,5,At Risk
2719000212891.0,173,1,590.0,1,1,1,111,3,Lost
2719000212921.0,12,5,32910.0,4,3,4,434,11,Loyal
2719000212938.0,32,4,12331.0,3,3,3,333,9,Loyal
2719000212945.0,110,2,5120.0,2,1,2,212,5,At Risk
2719000212952.0,1,10,4585.0,5,4,2,542,11,Loyal
2719000212969.0,14,16,66902.0,4,5,5,455,14,Champions
2719000212976.0,2,20,45049.02,5,5,5,555,15,Champions
2719000212983.0,6,2,3990.0,5,1,1,511,7,Potential
2719000213003.0,110,3,26695.0,2,2,4,224,8,Potential
2719000215021.0,2,44,75896.2,5,5,5,555,15,Champions
2719000215038.0,81,4,9260.0,2,3,2,232,7,Potential
2719000215045.0,114,1,1580.0,1,1,1,111,3,Lost
2719000215069.0,23,4,6760.0,3,3,2,332,8,Potential
2719000215106.0,69,9,19440.0,2,4,3,243,9,Loyal
2719000215120.0,25,10,13645.52,3,4,3,343,10,Loyal
2719000215137.0,214,1,270.0,1,1,1,111,3,Lost
2719000215144.0,1,20,29646.38,5,5,4,554,14,Champions
2719000215151.0,37,11,53979.29,3,4,5,345,12,Champions
2719000215168.0,16,12,89346.48,4,4,5,445,13,Champions
2719000215229.0,158,1,1400.0,1,1,1,111,3,Lost
2719000215243.0,2,12,41435.44,5,4,5,545,14,Champions
2719000215250.0,137,2,260.0,1,1,1,111,3,Lost
2719000215274.0,28,4,41385.0,3,3,5,335,11,Loyal
2719000215335.0,224,1,750.0,1,1,1,111,3,Lost
2719000215380.0,79,6,44470.0,2,3,5,235,10,Loyal
2719000215397.0,23,2,3830.0,3,1,1,311,5,At Risk
2719000215403.0,77,5,17210.0,2,3,3,233,8,Potential
2719000215410.0,84,5,13925.0,2,3,3,233,8,Potential
2719000215427.0,21,2,7745.0,4,1,2,412,7,Potential
2719000215441.0,14,5,23900.0,4,3,4,434,11,Loyal
2719000215472.0,53,7,18500.0,2,4,3,243,9,Loyal
2719000215489.0,126,2,13665.0,1,1,3,113,5,At Risk
2719000215526.0,9,11,24505.0,4,4,4,444,12,Champions
2719000215533.0,6,16,20194.0,5,5,3,553,13,Champions
2719000215540.0,48,2,11930.0,3,1,3,313,7,Potential
2719000215557.0,72,5,12930.0,2,3,3,233,8,Potential
2719000215564.0,44,6,13260.0,3,3,3,333,9,Loyal
2719000215618.0,75,1,3515.0,2,1,1,211,4,At Risk
2719000215625.0,22,1,320.0,4,1,1,411,6,Potential
2719000215649.0,62,2,6387.96,2,1,2,212,5,At Risk
2719000215663.0,22,3,11275.0,4,2,3,423,9,Loyal
2719000215687.0,4,26,24731.0,5,5,4,554,14,Champions
2719000215694.0,112,1,700.0,1,1,1,111,3,Lost
2719000215724.0,27,5,22699.65,3,3,4,334,10,Loyal
2719000215731.0,209,1,1490.0,1,1,1,111,3,Lost
2719000215762.0,127,1,38850.0,1,1,4,114,6,Potential
2719000215809.0,9,8,27545.0,4,4,4,444,12,Champions
2719000220063.0,107,8,54807.16,2,4,5,245,11,Loyal
2719000220070.0,7,18,52165.0,5,5,5,555,15,Champions
2719000220094.0,4,8,10520.0,5,4,2,542,11,Loyal
2719000220124.0,75,2,2320.0,2,1,1,211,4,At Risk
2719000220131.0,184,1,1508.42,1,1,1,111,3,Lost
2719000220148.0,9,5,18620.0,4,3,3,433,10,Loyal
2719000220186.0,28,7,35058.9,3,4,4,344,11,Loyal
2719000220193.0,108,2,17450.0,2,1,3,213,6,Potential
2719000220209.0,22,5,6981.3,4,3,2,432,9,Loyal
2719000220216.0,38,9,13770.0,3,4,3,343,10,Loyal
2719000220230.0,5,21,23533.5,5,5,4,554,14,Champions
2719000220254.0,21,7,52267.94,4,4,5,445,13,Champions
2719000220261.0,7,9,8890.0,5,4,2,542,11,Loyal
2719000220278.0,5,9,75128.14,5,4,5,545,14,Champions
2719000220285.0,83,4,17015.0,2,3,3,233,8,Potential
2719000220292.0,3,11,13929.0,5,4,3,543,12,Champions
2719000220308.0,7,7,37080.0,5,4,4,544,13,Champions
2719000220315.0,23,1,1150.0,3,1,1,311,5,At Risk
2719000220322.0,119,1,3510.0,1,1,1,111,3,Lost
2719000220377.0,5,1,3675.0,5,1,1,511,7,Potential
2719000220407.0,1,51,249788.9,5,5,5,555,15,Champions
2719000220421.0,4,3,29060.0,5,2,4,524,11,Loyal
2719000220438.0,58,5,5064.12,2,3,2,232,7,Potential
2719000220445.0,13,10,41820.0,4,4,5,445,13,Champions
2719000220452.0,180,3,12650.0,1,2,3,123,6,Potential
2719000220469.0,44,2,4420.0,3,1,1,311,5,At Risk
2719000220476.0,8,20,25815.0,5,5,4,554,14,Champions
2719000220513.0,15,6,5590.0,4,3,2,432,9,Loyal
2719000220537.0,218,2,8610.0,1,1,2,112,4,At Risk
2719000220551.0,16,5,19985.0,4,3,3,433,10,Loyal
2719000220568.0,122,2,10550.0,1,1,2,112,4,At Risk
2719000220599.0,4,7,32793.46,5,4,4,544,13,Champions
2719000220605.0,22,12,22269.08,4,4,4,444,12,Champions
2719000220629.0,3,37,53910.52,5,5,5,555,15,Champions
2719000220636.0,22,8,12470.0,4,4,3,443,11,Loyal
2719000220667.0,1,4,3020.0,5,3,1,531,9,Loyal
2719000220674.0,5,4,41761.26,5,3,5,535,13,Champions
2719000220711.0,11,4,22935.0,4,3,4,434,11,Loyal
2719000220728.0,109,1,3565.0,2,1,1,211,4,At Risk
2719000220865.0,3,3,7385.0,5,2,2,522,9,Loyal
2719000220872.0,148,2,19590.0,1,1,3,113,5,At Risk
2719000220889.0,1,16,22784.0,5,5,4,554,14,Champions
2719000220896.0,12,9,20465.1,4,4,4,444,12,Champions
2719000220926.0,2,7,8110.0,5,4,2,542,11,Loyal
2719000220933.0,217,1,2060.0,1,1,1,111,3,Lost
2719000220940.0,4,16,39700.0,5,5,4,554,14,Champions
2719000220964.0,26,25,63962.05,3,5,5,355,13,Champions
2719000220988.0,105,1,1570.0,2,1,1,211,4,At Risk
2719000220995.0,30,6,49470.0,3,3,5,335,11,Loyal
2719000221015.0,207,2,1500.0,1,1,1,111,3,Lost
2719000221039.0,2,78,142386.24,5,5,5,555,15,Champions
2719000221053.0,42,1,1460.0,3,1,1,311,5,At Risk
2719000221077.0,53,2,15510.0,2,1,3,213,6,Potential
2719000221084.0,4,11,24800.0,5,4,4,544,13,Champions
2719000221091.0,22,3,18210.0,4,2,3,423,9,Loyal
2719000221107.0,14,8,51455.68,4,4,5,445,13,Champions
2719000221138.0,5,1,250.0,5,1,1,511,7,Potential
2719000221145.0,4,6,16950.0,5,3,3,533,11,Loyal
2719000221176.0,7,5,21500.0,5,3,4,534,12,Champions
2719000221183.0,4,3,11235.0,5,2,3,523,10,Loyal
2719000221206.0,4,26,55800.1,5,5,5,555,15,Champions
2719000221237.0,67,5,53435.0,2,3,5,235,10,Loyal
2719000221244.0,148,1,2000.0,1,1,1,111,3,Lost
2719000221251.0,99,11,12545.0,2,4,3,243,9,Loyal
2719000221268.0,3,10,34154.2,5,4,4,544,13,Champions
2719000221312.0,4,7,7440.0,5,4,2,542,11,Loyal
2719000221329.0,5,32,98805.0,5,5,5,555,15,Champions
2719000221367.0,112,1,1700.0,1,1,1,111,3,Lost
2719000221374.0,4,7,36558.0,5,4,4,544,13,Champions
2719000221411.0,1,219,201714.08,5,5,5,555,15,Champions
2719000221435.0,19,7,17415.0,4,4,3,443,11,Loyal
2719000221459.0,107,5,5755.0,2,3,2,232,7,Potential
2719000221527.0,66,2,1691.0,2,1,1,211,4,At Risk
2719000221541.0,8,16,41380.0,5,5,5,555,15,Champions
2719000221589.0,4,7,10799.0,5,4,3,543,12,Champions
2719000221596.0,64,6,5445.0,2,3,2,232,7,Potential
2719000221602.0,3,26,91547.66,5,5,5,555,15,Champions
2719000221619.0,21,13,39020.0,4,5,4,454,13,Champions
2719000221640.0,52,2,21730.0,3,1,4,314,8,Potential
2719000221657.0,40,6,33874.5,3,3,4,334,10,Loyal
2719000221664.0,19,2,5350.0,4,1,2,412,7,Potential
2719000221671.0,111,1,1250.0,1,1,1,111,3,Lost
2719000221695.0,21,9,27232.72,4,4,4,444,12,Champions
2719000221701.0,8,9,8455.0,5,4,2,542,11,Loyal
2719000221725.0,102,2,6650.0,2,1,2,212,5,At Risk
2719000221732.0,30,13,36019.88,3,5,4,354,12,Champions
2719000221749.0,72,10,42780.0,2,4,5,245,11,Loyal
2719000221756.0,107,4,13620.0,2,3,3,233,8,Potential
2719000221763.0,126,2,6370.0,1,1,2,112,4,At Risk
2719000221770.0,5,37,83172.11,5,5,5,555,15,Champions
2719000221787.0,126,2,16410.0,1,1,3,113,5,At Risk
2719000221817.0,47,12,74218.48,3,4,5,345,12,Champions
2719000221831.0,89,5,16161.619999999999,2,3,3,233,8,Potential
2719000221848.0,110,2,7760.0,2,1,2,212,5,At Risk
2719000221855.0,21,15,67205.0,4,5,5,455,14,Champions
2719000221862.0,7,3,4535.0,5,2,2,522,9,Loyal
2719000221886.0,6,5,18791.3,5,3,3,533,11,Loyal
2719000221893.0,23,7,11350.0,3,4,3,343,10,Loyal
2719000221909.0,3,12,25605.96,5,4,4,544,13,Champions
2719000221923.0,14,24,35220.02,4,5,4,454,13,Champions
2719000221930.0,147,1,3670.0,1,1,1,111,3,Lost
2719000221954.0,38,3,14195.0,3,2,3,323,8,Potential
2719000221992.0,105,3,8250.0,2,2,2,222,6,Potential
2719000222005.0,80,1,1070.0,2,1,1,211,4,At Risk
2719000223019.0,144,3,20282.42,1,2,4,124,7,Potential
2719000223026.0,135,1,2190.0,1,1,1,111,3,Lost
2719000223088.0,21,10,93544.5,4,4,5,445,13,Champions
2719000223095.0,8,22,14319.08,5,5,3,553,13,Champions
2719000223118.0,2,40,120097.74,5,5,5,555,15,Champions
2719000223132.0,1,15,49797.68,5,5,5,555,15,Champions
2719000223156.0,89,5,35550.0,2,3,4,234,9,Loyal
2719000223163.0,26,9,73471.22,3,4,5,345,12,Champions
2719000223170.0,31,1,1420.0,3,1,1,311,5,At Risk
2719000223187.0,12,2,1770.0,4,1,1,411,6,Potential
2719000223194.0,105,1,1780.0,2,1,1,211,4,At Risk
2719000223200.0,4,13,38309.479999999996,5,5,4,554,14,Champions
2719000223217.0,155,13,20428.02,1,5,4,154,10,Loyal
2719000223224.0,25,8,56230.0,3,4,5,345,12,Champions
2719000223248.0,2,3,18680.0,5,2,3,523,10,Loyal
2719000223262.0,129,3,27090.0,1,2,4,124,7,Potential
2719000223286.0,26,11,14800.1,3,4,3,343,10,Loyal
2719000223354.0,161,1,3090.0,1,1,1,111,3,Lost
2719000223378.0,9,10,18270.0,4,4,3,443,11,Loyal
2719000223415.0,24,10,33729.83,3,4,4,344,11,Loyal
2719000223439.0,4,23,48732.69,5,5,5,555,15,Champions
2719000223453.0,9,1,2320.0,4,1,1,411,6,Potential
2719000223460.0,31,3,8811.98,3,2,2,322,7,Potential
2719000223484.0,26,2,54080.0,3,1,5,315,9,Loyal
2719000223514.0,31,1,8550.0,3,1,2,312,6,Potential
2719000223521.0,57,2,6070.0,2,1,2,212,5,At Risk
2719000223538.0,14,17,37493.0,4,5,4,454,13,Champions
2719000223613.0,116,6,25505.0,1,3,4,134,8,Potential
2719000223644.0,38,3,5440.0,3,2,2,322,7,Potential
2719000223712.0,15,3,20050.0,4,2,3,423,9,Loyal
2719000223729.0,3,49,82874.99,5,5,5,555,15,Champions
2719000223736.0,50,1,470.0,3,1,1,311,5,At Risk
2719000223811.0,226,1,6675.0,1,1,2,112,4,At Risk
2719000223828.0,2,10,39305.0,5,4,4,544,13,Champions
2719000223835.0,188,1,3045.0,1,1,1,111,3,Lost
2719000223842.0,1,6,31040.92,5,3,4,534,12,Champions
2719000223859.0,121,3,14671.0,1,2,3,123,6,Potential
2719000223897.0,24,6,36830.0,3,3,4,334,10,Loyal
2719000223903.0,21,29,35455.42,4,5,4,454,13,Champions
2719000223927.0,2,3,20995.940000000002,5,2,4,524,11,Loyal
2719000223934.0,70,1,1900.0,2,1,1,211,4,At Risk
2719000223941.0,2,6,43504.0,5,3,5,535,13,Champions
2719000223965.0,16,4,46696.59,4,3,5,435,12,Champions
2719000223972.0,21,8,33299.42,4,4,4,444,12,Champions
2719000223989.0,181,2,11800.88,1,1,3,113,5,At Risk
2719000239034.0,133,4,36810.0,1,3,4,134,8,Potential
2719000239089.0,154,1,4169.0,1,1,1,111,3,Lost
2719000239126.0,22,10,43345.6,4,4,5,445,13,Champions
2719000239133.0,48,3,6985.0,3,2,2,322,7,Potential
2719000239195.0,221,1,2085.0,1,1,1,111,3,Lost
2719000239218.0,38,3,16970.0,3,2,3,323,8,Potential
2719000239256.0,47,3,8340.0,3,2,2,322,7,Potential
2719000239287.0,107,1,16600.0,2,1,3,213,6,Potential
2719000239324.0,64,1,10070.0,2,1,2,212,5,At Risk
2719000239331.0,29,2,7140.0,3,1,2,312,6,Potential
2719000239362.0,46,1,4200.0,3,1,1,311,5,At Risk
2719000239393.0,110,1,1075.0,2,1,1,211,4,At Risk
2719000239461.0,10,24,35820.0,4,5,4,454,13,Champions
2719000239485.0,209,1,2500.0,1,1,1,111,3,Lost
2719000239553.0,20,6,5899.2,4,3,2,432,9,Loyal
2719000239560.0,181,1,2770.0,1,1,1,111,3,Lost
2719000239591.0,44,2,2350.76,3,1,1,311,5,At Risk
2719000239607.0,18,8,53340.0,4,4,5,445,13,Champions
2719000239614.0,111,1,3220.0,1,1,1,111,3,Lost
2719000239638.0,28,6,29174.62,3,3,4,334,10,Loyal
2719000239652.0,8,10,22531.0,5,4,4,544,13,Champions
2719000239669.0,214,2,2950.0,1,1,1,111,3,Lost
2719000239683.0,3,6,11594.3,5,3,3,533,11,Loyal
2719000239713.0,91,4,10449.0,2,3,2,232,7,Potential
2719000239720.0,13,7,60928.479999999996,4,4,5,445,13,Champions
2719000239768.0,29,5,21160.0,3,3,4,334,10,Loyal
2719000239775.0,29,5,14110.0,3,3,3,333,9,Loyal
2719000239812.0,107,2,12374.66,2,1,3,213,6,Potential
2719000239829.0,192,2,4580.0,1,1,2,112,4,At Risk
2719000239836.0,12,3,14593.32,4,2,3,423,9,Loyal
2719000239850.0,10,9,28465.0,4,4,4,444,12,Champions
2719000239867.0,50,2,2110.0,3,1,1,311,5,At Risk
2719000239881.0,56,2,5540.0,2,1,2,212,5,At Risk
2719000239898.0,36,6,17525.28,3,3,3,333,9,Loyal
2719000239911.0,122,3,11400.0,1,2,3,123,6,Potential
2719000239942.0,29,3,13440.0,3,2,3,323,8,Potential
2719000239966.0,1,16,34155.62,5,5,4,554,14,Champions
2719000239980.0,12,18,46350.36,4,5,5,455,14,Champions
2719000239997.0,16,24,36384.93,4,5,4,454,13,Champions
2719000250039.0,12,6,36084.0,4,3,4,434,11,Loyal
2719000250060.0,38,12,25190.239999999998,3,4,4,344,11,Loyal
2719000250091.0,154,3,13530.0,1,2,3,123,6,Potential
2719000250176.0,40,1,1320.0,3,1,1,311,5,At Risk
2719000250206.0,112,4,8810.0,1,3,2,132,6,Potential
2719000250299.0,3,13,52670.0,5,5,5,555,15,Champions
2719000250343.0,200,1,5900.0,1,1,2,112,4,At Risk
2719000250428.0,49,1,1600.0,3,1,1,311,5,At Risk
2719000250435.0,69,5,8665.0,2,3,2,232,7,Potential
2719000250497.0,16,12,38713.0,4,4,4,444,12,Champions
2719000250503.0,37,6,20175.0,3,3,3,333,9,Loyal
2719000250558.0,5,17,42585.0,5,5,5,555,15,Champions
2719000250565.0,48,5,17430.08,3,3,3,333,9,Loyal
2719000250572.0,6,4,8940.0,5,3,2,532,10,Loyal
2719000250589.0,19,34,24277.48,4,5,4,454,13,Champions
2719000250619.0,2,28,108438.13,5,5,5,555,15,Champions
2719000250664.0,47,5,23535.0,3,3,4,334,10,Loyal
2719000250671.0,38,4,18688.16,3,3,3,333,9,Loyal
2719000250688.0,3,30,45889.21,5,5,5,555,15,Champions
2719000250718.0,39,4,17780.0,3,3,3,333,9,Loyal
2719000250725.0,6,42,223918.02,5,5,5,555,15,Champions
2719000250749.0,120,3,6237.5599999999995,1,2,2,122,5,At Risk
2719000250800.0,171,1,2549.0,1,1,1,111,3,Lost
2719000250855.0,215,1,6030.0,1,1,2,112,4,At Risk
2719000250909.0,30,6,12670.0,3,3,3,333,9,Loyal
2719000250930.0,6,16,93520.0,5,5,5,555,15,Champions
2719000250985.0,9,20,71704.74,4,5,5,455,14,Champions
2719000260014.0,16,2,10830.0,4,1,3,413,8,Potential
2719000260052.0,40,6,24205.0,3,3,4,334,10,Loyal
2719000260076.0,41,5,14320.0,3,3,3,333,9,Loyal
2719000260083.0,125,1,12990.0,1,1,3,113,5,At Risk
2719000260106.0,5,16,35700.0,5,5,4,554,14,Champions
2719000260144.0,187,8,27610.0,1,4,4,144,9,Loyal
2719000260151.0,30,3,12280.0,3,2,3,323,8,Potential
2719000260212.0,7,24,157403.26,5,5,5,555,15,Champions
2719000260229.0,96,1,3850.0,2,1,1,211,4,At Risk
2719000260236.0,114,1,8950.0,1,1,2,112,4,At Risk
2719000260243.0,26,19,45739.06,3,5,5,355,13,Champions
2719000260267.0,224,1,4830.0,1,1,2,112,4,At Risk
2719000260281.0,11,3,6160.0,4,2,2,422,8,Potential
2719000260328.0,55,14,60740.0,2,5,5,255,12,Champions
2719000260359.0,112,3,26657.36,1,2,4,124,7,Potential
2719000260373.0,94,4,3065.0,2,3,1,231,6,Potential
2719000260397.0,4,13,21085.0,5,5,4,554,14,Champions
2719000260403.0,25,7,30583.0,3,4,4,344,11,Loyal
2719000260410.0,27,3,5890.0,3,2,2,322,7,Potential
