card_code,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_sum,segment
2719000260427.0,10,3,8220.0,4,2,2,422,8,Potential
2719000260502.0,10,15,21020.0,4,5,4,454,13,Champions
2719000260533.0,83,3,8923.4,2,2,2,222,6,Potential
2719000260540.0,114,1,4500.0,1,1,2,112,4,At Risk
2719000260564.0,105,4,25000.0,2,3,4,234,9,Loyal
2719000260618.0,18,6,10710.0,4,3,2,432,9,Loyal
2719000260625.0,3,5,41351.68,5,3,5,535,13,Champions
2719000260632.0,222,5,12080.0,1,3,3,133,7,Potential
2719000260656.0,28,4,12880.0,3,3,3,333,9,Loyal
2719000260687.0,90,83,237745.28,2,5,5,255,12,Champions
2719000260724.0,106,1,2430.0,2,1,1,211,4,At Risk
2719000260786.0,6,5,23062.5,5,3,4,534,12,Champions
2719000260793.0,1,3,2228.04,5,2,1,521,8,Potential
2719000260809.0,126,3,4890.0,1,2,2,122,5,At Risk
2719000260830.0,107,4,17315.0,2,3,3,233,8,Potential
2719000260861.0,32,15,16244.02,3,5,3,353,11,Loyal
2719000260878.0,56,8,23130.55,2,4,4,244,10,Loyal
2719000260915.0,223,1,1845.08,1,1,1,111,3,Lost
2719000265040.0,170,2,4635.0,1,1,2,112,4,At Risk
2719000265057.0,35,6,8320.0,3,3,2,332,8,Potential
2719000265064.0,17,9,23935.0,4,4,4,444,12,Champions
2719000265071.0,131,3,4520.0,1,2,2,122,5,At Risk
2719000265088.0,15,1,2810.0,4,1,1,411,6,Potential
2719000265170.0,32,4,2410.0,3,3,1,331,7,Potential
2719000265187.0,16,3,3470.0,4,2,1,421,7,Potential
2719000265194.0,43,10,27004.84,3,4,4,344,11,Loyal
2719000265217.0,66,3,7580.0,2,2,2,222,6,Potential
2719000265255.0,32,13,43093.0,3,5,5,355,13,Champions
2719000265286.0,5,24,51094.18,5,5,5,555,15,Champions
2719000265309.0,46,7,14240.0,3,4,3,343,10,Loyal
2719000265316.0,1,22,100709.68000000001,5,5,5,555,15,Champions
2719000265323.0,9,7,46942.9,4,4,5,445,13,Champions
2719000265347.0,5,35,90362.7,5,5,5,555,15,Champions
2719000265354.0,16,10,14236.84,4,4,3,443,11,Loyal
2719000265361.0,107,3,3940.0,2,2,1,221,5,At Risk
2719000265378.0,10,7,16025.0,4,4,3,443,11,Loyal
2719000265422.0,118,4,16340.0,1,3,3,133,7,Potential
2719000265446.0,38,6,30976.84,3,3,4,334,10,Loyal
2719000265491.0,14,10,17586.0,4,4,3,443,11,Loyal
2719000265545.0,76,13,25380.71,2,5,4,254,11,Loyal
2719000265576.0,117,2,5640.0,1,1,2,112,4,At Risk
2719000265613.0,194,2,370.0,1,1,1,111,3,Lost
2719000265620.0,106,2,7772.42,2,1,2,212,5,At Risk
2719000265668.0,4,1,3319.1,5,1,1,511,7,Potential
2719000265675.0,68,2,22070.0,2,1,4,214,7,Potential
2719000265699.0,220,1,3890.0,1,1,1,111,3,Lost
2719000265729.0,146,4,12020.0,1,3,3,133,7,Potential
2719000265736.0,18,7,33750.0,4,4,4,444,12,Champions
2719000265781.0,118,2,3170.0,1,1,1,111,3,Lost
2719000265859.0,41,5,7195.55,3,3,2,332,8,Potential
2719000265873.0,72,9,41470.0,2,4,5,245,11,Loyal
2719000265903.0,106,3,48020.0,2,2,5,225,9,Loyal
2719000265927.0,143,9,91955.53,1,4,5,145,10,Loyal
2719000265941.0,121,1,10960.0,1,1,3,113,5,At Risk
2719000265958.0,60,6,29306.6,2,3,4,234,9,Loyal
2719000265972.0,7,11,11008.0,5,4,3,543,12,Champions
2719000266016.0,115,3,32313.559999999998,1,2,4,124,7,Potential
2719000266030.0,170,4,24960.0,1,3,4,134,8,Potential
2719000266047.0,42,1,5550.0,3,1,2,312,6,Potential
2719000266078.0,118,1,3380.0,1,1,1,111,3,Lost
2719000266085.0,148,2,12885.0,1,1,3,113,5,At Risk
2719000266092.0,12,5,21335.0,4,3,4,434,11,Loyal
2719000266115.0,14,2,6685.0,4,1,2,412,7,Potential
2719000266122.0,8,23,164887.8,5,5,5,555,15,Champions
2719000266160.0,5,13,45455.0,5,5,5,555,15,Champions
2719000266177.0,120,4,3188.98,1,3,1,131,5,At Risk
2719000266184.0,4,6,8310.0,5,3,2,532,10,Loyal
2719000266191.0,40,7,18005.0,3,4,3,343,10,Loyal
2719000266207.0,7,8,32440.0,5,4,4,544,13,Champions
2719000266238.0,70,1,1060.0,2,1,1,211,4,At Risk
2719000266252.0,34,14,26060.0,3,5,4,354,12,Champions
2719000266320.0,30,2,22414.5,3,1,4,314,8,Potential
2719000266337.0,20,4,7270.0,4,3,2,432,9,Loyal
2719000266344.0,145,1,10200.0,1,1,2,112,4,At Risk
2719000266351.0,46,1,1340.0,3,1,1,311,5,At Risk
2719000266375.0,126,2,1380.0,1,1,1,111,3,Lost
2719000266382.0,6,13,14480.0,5,5,3,553,13,Champions
2719000266399.0,114,2,3650.0,1,1,1,111,3,Lost
2719000266443.0,214,1,300.0,1,1,1,111,3,Lost
2719000266450.0,121,1,750.0,1,1,1,111,3,Lost
2719000266467.0,3,5,9854.0,5,3,2,532,10,Loyal
2719000266498.0,1,21,61253.72,5,5,5,555,15,Champions
2719000266542.0,154,3,8530.0,1,2,2,122,5,At Risk
2719000266580.0,63,6,13620.0,2,3,3,233,8,Potential
2719000266597.0,13,26,37709.24,4,5,4,454,13,Champions
2719000266627.0,9,9,15290.0,4,4,3,443,11,Loyal
2719000266641.0,16,5,16940.0,4,3,3,433,10,Loyal
2719000266658.0,1,6,50094.0,5,3,5,535,13,Champions
2719000266689.0,9,6,18325.0,4,3,3,433,10,Loyal
2719000266696.0,113,5,18265.0,1,3,3,133,7,Potential
2719000266719.0,157,1,1950.0,1,1,1,111,3,Lost
2719000266740.0,192,1,3510.0,1,1,1,111,3,Lost
2719000266757.0,106,2,7910.0,2,1,2,212,5,At Risk
2719000266788.0,50,1,820.0,3,1,1,311,5,At Risk
2719000266849.0,100,5,7280.22,2,3,2,232,7,Potential
2719000266870.0,30,3,3200.0,3,2,1,321,6,Potential
2719000266900.0,22,4,10105.0,4,3,2,432,9,Loyal
2719000266924.0,15,10,19521.0,4,4,3,443,11,Loyal
2719000266962.0,38,5,10600.0,3,3,2,332,8,Potential
2719000266979.0,34,4,2711.0,3,3,1,331,7,Potential
2719000269024.0,5,3,8223.02,5,2,2,522,9,Loyal
2719000269079.0,4,11,10775.7,5,4,2,542,11,Loyal
2719000269086.0,81,4,9790.0,2,3,2,232,7,Potential
2719000269093.0,100,1,12600.0,2,1,3,213,6,Potential
2719000269109.0,11,46,162759.58000000002,4,5,5,455,14,Champions
2719000269130.0,30,4,7722.0,3,3,2,332,8,Potential
2719000269208.0,46,11,21635.0,3,4,4,344,11,Loyal
2719000269239.0,77,2,18040.0,2,1,3,213,6,Potential
2719000269253.0,172,1,1240.0,1,1,1,111,3,Lost
2719000269277.0,1,33,58215.86,5,5,5,555,15,Champions
2719000269284.0,8,18,24691.64,5,5,4,554,14,Champions
2719000269314.0,112,2,7250.0,1,1,2,112,4,At Risk
2719000269383.0,22,36,93282.91,4,5,5,455,14,Champions
2719000269390.0,77,3,10900.0,2,2,3,223,7,Potential
2719000269406.0,85,12,20201.12,2,4,3,243,9,Loyal
2719000269451.0,4,3,3600.0,5,2,1,521,8,Potential
2719000269482.0,158,1,5850.0,1,1,2,112,4,At Risk
2719000269505.0,18,3,4500.0,4,2,2,422,8,Potential
2719000269604.0,174,3,2655.0,1,2,1,121,4,At Risk
2719000269628.0,40,7,23200.0,3,4,4,344,11,Loyal
2719000269642.0,131,2,5940.0,1,1,2,112,4,At Risk
2719000269666.0,4,8,13092.04,5,4,3,543,12,Champions
2719000269673.0,221,1,6780.0,1,1,2,112,4,At Risk
2719000269703.0,10,10,46930.67,4,4,5,445,13,Champions
2719000269727.0,2,6,12055.0,5,3,3,533,11,Loyal
2719000269734.0,10,2,5525.0,4,1,2,412,7,Potential
2719000269758.0,134,2,7265.0,1,1,2,112,4,At Risk
2719000269789.0,12,11,25353.72,4,4,4,444,12,Champions
2719000269796.0,43,4,12740.0,3,3,3,333,9,Loyal
2719000269802.0,174,3,1600.0,1,2,1,121,4,At Risk
2719000269901.0,189,1,1597.36,1,1,1,111,3,Lost
2719000269949.0,120,2,9460.0,1,1,2,112,4,At Risk
2719000269956.0,9,9,157910.0,4,4,5,445,13,Champions
2719000269963.0,28,8,15345.0,3,4,3,343,10,Loyal
2719000269970.0,3,14,17420.0,5,5,3,553,13,Champions
2719000269987.0,29,4,2790.0,3,3,1,331,7,Potential
2719000270006.0,36,6,32966.6,3,3,4,334,10,Loyal
2719000271621.0,76,2,3350.0,2,1,1,211,4,At Risk
2719000271645.0,62,2,4330.0,2,1,1,211,4,At Risk
2719000271676.0,7,2,9635.0,5,1,2,512,8,Potential
2719000271690.0,137,2,14190.0,1,1,3,113,5,At Risk
2719000271751.0,107,4,26760.0,2,3,4,234,9,Loyal
2719000271768.0,200,1,1900.0,1,1,1,111,3,Lost
2719000271782.0,24,1,950.0,3,1,1,311,5,At Risk
2719000271812.0,158,1,5600.0,1,1,2,112,4,At Risk
2719000271829.0,21,2,1240.0,4,1,1,411,6,Potential
2719000271850.0,12,129,172503.78,4,5,5,455,14,Champions
2719000271867.0,152,3,6650.0,1,2,2,122,5,At Risk
2719000271874.0,47,4,3752.0,3,3,1,331,7,Potential
2719000271904.0,86,1,3630.0,2,1,1,211,4,At Risk
2719000274011.0,87,2,5950.0,2,1,2,212,5,At Risk
2719000274035.0,134,1,1500.0,1,1,1,111,3,Lost
2719000274042.0,224,1,2730.0,1,1,1,111,3,Lost
2719000274110.0,63,1,1420.0,2,1,1,211,4,At Risk
2719000274158.0,56,6,18760.96,2,3,3,233,8,Potential
2719000274165.0,26,10,107293.98,3,4,5,345,12,Champions
2719000274172.0,7,2,9920.0,5,1,2,512,8,Potential
2719000274233.0,45,6,28870.0,3,3,4,334,10,Loyal
2719000274240.0,7,4,28232.48,5,3,4,534,12,Champions
2719000274288.0,102,5,13462.96,2,3,3,233,8,Potential
2719000274424.0,60,1,3180.0,2,1,1,211,4,At Risk
2719000274431.0,33,3,10390.0,3,2,2,322,7,Potential
2719000274455.0,12,3,8750.0,4,2,2,422,8,Potential
2719000274462.0,5,55,50020.1,5,5,5,555,15,Champions
2719000274479.0,8,12,40331.4,5,4,5,545,14,Champions
2719000274493.0,5,13,26648.9,5,5,4,554,14,Champions
2719000274530.0,77,1,295.0,2,1,1,211,4,At Risk
2719000274547.0,17,7,19300.02,4,4,3,443,11,Loyal
2719000274554.0,33,5,6280.0,3,3,2,332,8,Potential
2719000274585.0,65,1,2900.0,2,1,1,211,4,At Risk
2719000274592.0,60,7,15430.0,2,4,3,243,9,Loyal
2719000274615.0,7,5,43455.0,5,3,5,535,13,Champions
2719000274653.0,59,17,39382.13,2,5,4,254,11,Loyal
2719000274684.0,77,1,2130.0,2,1,1,211,4,At Risk
2719000274691.0,78,4,21585.0,2,3,4,234,9,Loyal
2719000274707.0,7,6,40037.68,5,3,4,534,12,Champions
2719000274714.0,7,11,39613.340000000004,5,4,4,544,13,Champions
2719000274745.0,20,11,46443.2,4,4,5,445,13,Champions
2719000274783.0,16,2,2440.0,4,1,1,411,6,Potential
2719000274806.0,16,2,6400.0,4,1,2,412,7,Potential
2719000274813.0,21,1,600.0,4,1,1,411,6,Potential
2719000274837.0,96,10,24763.190000000002,2,4,4,244,10,Loyal
2719000274844.0,13,2,10910.0,4,1,3,413,8,Potential
2719000274905.0,125,7,4229.92,1,4,1,141,6,Potential
2719000274912.0,31,11,20735.620000000003,3,4,4,344,11,Loyal
2719000274936.0,2,27,53711.409999999996,5,5,5,555,15,Champions
2719000274950.0,39,12,5037.56,3,4,2,342,9,Loyal
2719000274998.0,75,2,1780.0,2,1,1,211,4,At Risk
2719000278033.0,223,1,5760.0,1,1,2,112,4,At Risk
2719000278125.0,11,4,3430.0,4,3,1,431,8,Potential
2719000278132.0,112,1,610.0,1,1,1,111,3,Lost
2719000278194.0,3,20,98399.3,5,5,5,555,15,Champions
2719000278217.0,9,2,2340.0,4,1,1,411,6,Potential
2719000278224.0,23,10,34060.98,3,4,4,344,11,Loyal
2719000278231.0,1,29,149000.32,5,5,5,555,15,Champions
2719000278248.0,27,3,25845.0,3,2,4,324,9,Loyal
2719000278262.0,108,6,25469.44,2,3,4,234,9,Loyal
2719000278279.0,199,4,28312.4,1,3,4,134,8,Potential
2719000278293.0,5,7,17055.0,5,4,3,543,12,Champions
2719000278309.0,15,26,70055.04000000001,4,5,5,455,14,Champions
2719000278316.0,30,2,7390.0,3,1,2,312,6,Potential
2719000278330.0,157,1,3050.0,1,1,1,111,3,Lost
2719000278392.0,130,3,10930.0,1,2,3,123,6,Potential
2719000278422.0,107,1,5600.0,2,1,2,212,5,At Risk
2719000278460.0,1,21,35221.0,5,5,4,554,14,Champions
2719000278491.0,105,1,6510.0,2,1,2,212,5,At Risk
2719000278521.0,67,15,32428.75,2,5,4,254,11,Loyal
2719000278545.0,30,12,166078.67,3,4,5,345,12,Champions
2719000278576.0,7,4,13695.0,5,3,3,533,11,Loyal
2719000278590.0,113,1,9510.0,1,1,2,112,4,At Risk
2719000278613.0,16,20,41128.16,4,5,5,455,14,Champions
2719000278620.0,8,19,27016.22,5,5,4,554,14,Champions
2719000278637.0,138,2,6135.0,1,1,2,112,4,At Risk
2719000278644.0,23,2,8455.0,3,1,2,312,6,Potential
2719000278675.0,21,12,46233.16,4,4,5,445,13,Champions
2719000278682.0,26,7,25710.0,3,4,4,344,11,Loyal
2719000278736.0,17,10,18210.0,4,4,3,443,11,Loyal
2719000278804.0,1,7,30990.0,5,4,4,544,13,Champions
2719000278828.0,28,5,15259.0,3,3,3,333,9,Loyal
2719000278842.0,110,1,18466.76,2,1,3,213,6,Potential
2719000278873.0,95,2,4000.0,2,1,1,211,4,At Risk
2719000278880.0,93,5,27125.0,2,3,4,234,9,Loyal
2719000278903.0,1,9,40102.12,5,4,4,544,13,Champions
2719000278927.0,21,8,16420.68,4,4,3,443,11,Loyal
2719000278965.0,7,26,52342.35,5,5,5,555,15,Champions
2719000279023.0,4,24,27148.58,5,5,4,554,14,Champions
2719000279054.0,19,9,16720.0,4,4,3,443,11,Loyal
2719000279078.0,20,13,17585.0,4,5,3,453,12,Champions
2719000279085.0,1,10,15399.8,5,4,3,543,12,Champions
2719000279146.0,6,2,5748.0599999999995,5,1,2,512,8,Potential
2719000279177.0,16,9,19120.0,4,4,3,443,11,Loyal
2719000279207.0,8,5,12314.48,5,3,3,533,11,Loyal
2719000279276.0,39,13,38840.0,3,5,4,354,12,Champions
2719000279290.0,60,4,12740.0,2,3,3,233,8,Potential
2719000279320.0,159,2,12070.0,1,1,3,113,5,At Risk
2719000279405.0,108,1,8665.0,2,1,2,212,5,At Risk
2719000279436.0,12,7,12960.0,4,4,3,443,11,Loyal
2719000279443.0,62,6,12870.0,2,3,3,233,8,Potential
2719000279467.0,7,25,23052.79,5,5,4,554,14,Champions
2719000279474.0,8,6,19590.3,5,3,3,533,11,Loyal
2719000279481.0,136,8,25570.8,1,4,4,144,9,Loyal
2719000279542.0,188,1,23670.0,1,1,4,114,6,Potential
2719000279573.0,82,5,29595.0,2,3,4,234,9,Loyal
2719000279580.0,38,4,23215.0,3,3,4,334,10,Loyal
2719000279610.0,110,2,2620.0,2,1,1,211,4,At Risk
2719000279627.0,4,4,17910.0,5,3,3,533,11,Loyal
2719000279641.0,68,7,26010.0,2,4,4,244,10,Loyal
2719000279672.0,8,48,168367.97,5,5,5,555,15,Champions
2719000279696.0,214,1,10130.0,1,1,2,112,4,At Risk
2719000279733.0,5,2,8470.0,5,1,2,512,8,Potential
2719000279757.0,18,7,14725.0,4,4,3,443,11,Loyal
2719000279818.0,9,13,13975.2,4,5,3,453,12,Champions
2719000279825.0,5,5,21078.92,5,3,4,534,12,Champions
2719000279832.0,110,2,4830.0,2,1,2,212,5,At Risk
2719000279849.0,38,2,12680.0,3,1,3,313,7,Potential
2719000279900.0,23,1,3900.0,3,1,1,311,5,At Risk
2719000279917.0,72,119,305114.05,2,5,5,255,12,Champions
2719000279948.0,135,1,1000.0,1,1,1,111,3,Lost
2719000279986.0,11,4,3749.8199999999997,4,3,1,431,8,Potential
2719000279993.0,53,5,11895.0,2,3,3,233,8,Potential
2719000290042.0,1,3,2280.0,5,2,1,521,8,Potential
2719000290066.0,14,11,4288.6900000000005,4,4,1,441,9,Loyal
2719000290103.0,61,5,9185.0,2,3,2,232,7,Potential
2719000290127.0,108,2,12870.0,2,1,3,213,6,Potential
2719000290134.0,19,5,9720.0,4,3,2,432,9,Loyal
2719000290141.0,26,4,17430.0,3,3,3,333,9,Loyal
2719000290165.0,168,1,3730.0,1,1,1,111,3,Lost
2719000290196.0,3,89,139934.5,5,5,5,555,15,Champions
2719000290226.0,12,2,4917.5,4,1,2,412,7,Potential
2719000290233.0,63,2,3640.0,2,1,1,211,4,At Risk
2719000290301.0,108,1,17770.0,2,1,3,213,6,Potential
2719000290325.0,1,2,14325.0,5,1,3,513,9,Loyal
2719000290349.0,9,11,41549.840000000004,4,4,5,445,13,Champions
2719000290370.0,64,4,12340.0,2,3,3,233,8,Potential
2719000290448.0,29,3,8260.0,3,2,2,322,7,Potential
2719000290455.0,79,3,44610.0,2,2,5,225,9,Loyal
2719000290462.0,225,1,3400.0,1,1,1,111,3,Lost
2719000290493.0,21,4,3160.0,4,3,1,431,8,Potential
2719000290509.0,145,2,3555.0,1,1,1,111,3,Lost
2719000290523.0,45,4,43889.46,3,3,5,335,11,Loyal
2719000290530.0,1,35,126278.67,5,5,5,555,15,Champions
2719000290547.0,37,1,6800.0,3,1,2,312,6,Potential
2719000290561.0,117,2,4820.0,1,1,2,112,4,At Risk
2719000290578.0,23,1,4090.0,3,1,1,311,5,At Risk
2719000290585.0,6,8,12848.119999999999,5,4,3,543,12,Champions
2719000290592.0,113,6,7120.0,1,3,2,132,6,Potential
2719000290615.0,42,2,12720.0,3,1,3,313,7,Potential
2719000290684.0,95,1,8630.0,2,1,2,212,5,At Risk
2719000290707.0,111,1,2850.0,1,1,1,111,3,Lost
2719000290714.0,71,3,11667.66,2,2,3,223,7,Potential
2719000290738.0,1,143,234792.5,5,5,5,555,15,Champions
2719000290752.0,7,17,44680.0,5,5,5,555,15,Champions
2719000290776.0,99,5,5252.5,2,3,2,232,7,Potential
2719000290783.0,73,1,1320.0,2,1,1,211,4,At Risk
2719000290813.0,7,5,23735.0,5,3,4,534,12,Champions
2719000290820.0,10,7,29197.59,4,4,4,444,12,Champions
2719000290837.0,73,7,27160.0,2,4,4,244,10,Loyal
2719000290875.0,223,1,1200.0,1,1,1,111,3,Lost
2719000290882.0,19,14,26945.0,4,5,4,454,13,Champions
2719000290943.0,142,1,130.0,1,1,1,111,3,Lost
2719000290967.0,84,4,9900.0,2,3,2,232,7,Potential
2719000290981.0,3,14,58200.0,5,5,5,555,15,Champions
2719000292879.0,19,1,20664.0,4,1,4,414,9,Loyal
2719000292893.0,32,7,21778.06,3,4,4,344,11,Loyal
2719000292916.0,26,7,58922.24,3,4,5,345,12,Champions
2719000292985.0,156,1,6950.0,1,1,2,112,4,At Risk
2719000295023.0,1,13,47240.0,5,5,5,555,15,Champions
2719000295054.0,185,1,1650.0,1,1,1,111,3,Lost
2719000295085.0,7,5,20030.0,5,3,3,533,11,Loyal
2719000295108.0,51,5,12050.8,3,3,3,333,9,Loyal
2719000295139.0,99,3,26120.0,2,2,4,224,8,Potential
2719000295146.0,10,23,76767.16,4,5,5,455,14,Champions
2719000295191.0,169,1,3600.0,1,1,1,111,3,Lost
2719000295214.0,35,1,4505.0,3,1,2,312,6,Potential
2719000295221.0,177,1,1050.0,1,1,1,111,3,Lost
2719000295238.0,1,3,3010.0,5,2,1,521,8,Potential
2719000295269.0,23,3,5230.0,3,2,2,322,7,Potential
2719000295276.0,8,12,37970.0,5,4,4,544,13,Champions
2719000295290.0,22,2,14130.0,4,1,3,413,8,Potential
2719000295306.0,64,2,14435.0,2,1,3,213,6,Potential
2719000295351.0,115,1,1300.0,1,1,1,111,3,Lost
2719000295375.0,3,5,30666.02,5,3,4,534,12,Champions
2719000295399.0,159,2,17658.98,1,1,3,113,5,At Risk
2719000295405.0,5,20,32957.89,5,5,4,554,14,Champions
2719000295429.0,206,1,3700.0,1,1,1,111,3,Lost
2719000295450.0,80,1,1200.0,2,1,1,211,4,At Risk
2719000295467.0,35,6,17890.0,3,3,3,333,9,Loyal
2719000295481.0,46,16,19861.0,3,5,3,353,11,Loyal
2719000295511.0,59,3,6250.0,2,2,2,222,6,Potential
2719000295535.0,6,12,24313.6,5,4,4,544,13,Champions
2719000295559.0,183,2,1640.0,1,1,1,111,3,Lost
2719000295566.0,106,2,5755.0,2,1,2,212,5,At Risk
2719000295573.0,14,10,37187.32,4,4,4,444,12,Champions
2719000295597.0,191,2,3590.84,1,1,1,111,3,Lost
2719000295658.0,107,3,9909.0,2,2,2,222,6,Potential
2719000295672.0,5,2,7497.32,5,1,2,512,8,Potential
2719000295726.0,4,2,7300.0,5,1,2,512,8,Potential
2719000295788.0,118,1,700.0,1,1,1,111,3,Lost
2719000295818.0,107,2,18570.0,2,1,3,213,6,Potential
2719000295849.0,114,2,2450.0,1,1,1,111,3,Lost
2719000295870.0,6,5,31495.0,5,3,4,534,12,Champions
2719000295917.0,7,3,5595.0,5,2,2,522,9,Loyal
2719000295924.0,37,4,28180.1,3,3,4,334,10,Loyal
2719000295979.0,72,5,11810.0,2,3,3,233,8,Potential
2719000326017.0,92,7,29950.0,2,4,4,244,10,Loyal
2719000326031.0,7,5,41460.0,5,3,5,535,13,Champions
2719000326048.0,16,3,4334.5599999999995,4,2,1,421,7,Potential
2719000326055.0,99,4,21095.1,2,3,4,234,9,Loyal
2719000326062.0,116,1,6200.0,1,1,2,112,4,At Risk
2719000326116.0,59,1,1770.0,2,1,1,211,4,At Risk
2719000326147.0,9,6,27160.0,4,3,4,434,11,Loyal
2719000326192.0,49,5,21741.0,3,3,4,334,10,Loyal
2719000326215.0,1,25,104648.99,5,5,5,555,15,Champions
2719000326222.0,162,3,29910.0,1,2,4,124,7,Potential
2719000326284.0,83,1,3175.0,2,1,1,211,4,At Risk
2719000326321.0,132,1,13300.0,1,1,3,113,5,At Risk
2719000326345.0,35,4,5106.52,3,3,2,332,8,Potential
2719000326369.0,2,41,61998.64,5,5,5,555,15,Champions
2719000326376.0,80,4,32422.54,2,3,4,234,9,Loyal
2719000326383.0,11,5,14855.0,4,3,3,433,10,Loyal
2719000326390.0,65,2,4701.48,2,1,2,212,5,At Risk
2719000326406.0,112,3,5940.0,1,2,2,122,5,At Risk
2719000326420.0,43,1,3200.0,3,1,1,311,5,At Risk
2719000326444.0,116,4,25799.0,1,3,4,134,8,Potential
2719000326451.0,131,2,3230.0,1,1,1,111,3,Lost
2719000326475.0,18,1,2840.0,4,1,1,411,6,Potential
2719000326499.0,4,49,98229.92,5,5,5,555,15,Champions
2719000326550.0,9,11,50961.58,4,4,5,445,13,Champions
2719000326574.0,161,2,2820.0,1,1,1,111,3,Lost
2719000326581.0,26,28,73883.5,3,5,5,355,13,Champions
2719000326598.0,30,6,44410.0,3,3,5,335,11,Loyal
2719000326604.0,2,7,26180.0,5,4,4,544,13,Champions
2719000326611.0,182,1,5320.0,1,1,2,112,4,At Risk
2719000326628.0,30,4,17100.0,3,3,3,333,9,Loyal
2719000326642.0,3,22,62965.0,5,5,5,555,15,Champions
2719000326703.0,13,10,141503.78,4,4,5,445,13,Champions
2719000326727.0,111,1,636.46,1,1,1,111,3,Lost
2719000326765.0,44,2,18950.0,3,1,3,313,7,Potential
2719000326802.0,24,3,10190.0,3,2,2,322,7,Potential
2719000326819.0,1,70,159999.9,5,5,5,555,15,Champions
2719000326826.0,105,5,6894.48,2,3,2,232,7,Potential
2719000326864.0,70,4,1860.0,2,3,1,231,6,Potential
2719000326901.0,109,2,7340.0,2,1,2,212,5,At Risk
2719000326925.0,226,1,8140.0,1,1,2,112,4,At Risk
2719000326956.0,144,2,7110.0,1,1,2,112,4,At Risk
2719000326970.0,41,4,13120.24,3,3,3,333,9,Loyal
2719000328011.0,190,1,2260.0,1,1,1,111,3,Lost
2719000328042.0,14,8,14025.0,4,4,3,443,11,Loyal
2719000328059.0,197,1,1710.0,1,1,1,111,3,Lost
2719000328066.0,3,22,71753.25,5,5,5,555,15,Champions
2719000328080.0,12,10,50856.31,4,4,5,445,13,Champions
2719000328097.0,128,2,13290.0,1,1,3,113,5,At Risk
2719000328134.0,39,6,10570.0,3,3,2,332,8,Potential
2719000328141.0,50,6,7210.0,3,3,2,332,8,Potential
2719000328172.0,220,2,7440.0,1,1,2,112,4,At Risk
2719000328189.0,5,13,60480.0,5,5,5,555,15,Champions
2719000328219.0,41,1,8720.0,3,1,2,312,6,Potential
2719000328226.0,131,1,1495.0,1,1,1,111,3,Lost
2719000328257.0,6,25,47139.8,5,5,5,555,15,Champions
2719000328264.0,109,1,9190.0,2,1,2,212,5,At Risk
2719000328271.0,80,3,7801.48,2,2,2,222,6,Potential
2719000328301.0,130,3,22580.0,1,2,4,124,7,Potential
2719000328318.0,13,9,15160.0,4,4,3,443,11,Loyal
2719000328363.0,81,7,19945.0,2,4,3,243,9,Loyal
2719000328394.0,60,7,27614.0,2,4,4,244,10,Loyal
2719000328417.0,34,6,6759.9400000000005,3,3,2,332,8,Potential
2719000328431.0,108,1,1490.0,2,1,1,211,4,At Risk
2719000328479.0,48,5,15797.539999999999,3,3,3,333,9,Loyal
2719000328486.0,6,38,58302.54,5,5,5,555,15,Champions
2719000328547.0,15,13,31255.0,4,5,4,454,13,Champions
2719000328608.0,163,2,3764.64,1,1,1,111,3,Lost
2719000328639.0,113,5,16560.5,1,3,3,133,7,Potential
2719000328653.0,13,10,19563.0,4,4,3,443,11,Loyal
2719000328684.0,226,1,5780.0,1,1,2,112,4,At Risk
2719000328691.0,6,3,15060.0,5,2,3,523,10,Loyal
2719000328738.0,148,2,5597.5,1,1,2,112,4,At Risk
2719000328745.0,3,3,9380.0,5,2,2,522,9,Loyal
2719000328752.0,66,4,15845.4,2,3,3,233,8,Potential
2719000328776.0,38,5,17880.0,3,3,3,333,9,Loyal
2719000328790.0,112,2,13845.0,1,1,3,113,5,At Risk
2719000328813.0,33,17,18540.42,3,5,3,353,11,Loyal
2719000328882.0,128,1,3060.0,1,1,1,111,3,Lost
2719000328912.0,217,1,870.0,1,1,1,111,3,Lost
2719000328981.0,12,7,38681.44,4,4,4,444,12,Champions
2719000328998.0,3,49,109115.88,5,5,5,555,15,Champions
2719000332056.0,20,1,1570.0,4,1,1,411,6,Potential
2719000332087.0,79,12,71439.38,2,4,5,245,11,Loyal
2719000332759.0,35,22,54657.76,3,5,5,355,13,Champions
2719000332773.0,192,8,12778.6,1,4,3,143,8,Potential
2719000332810.0,1,7,13340.0,5,4,3,543,12,Champions
2719000332902.0,5,9,20710.0,5,4,4,544,13,Champions
2719000332919.0,32,2,2831.0,3,1,1,311,5,At Risk
2719000332964.0,27,5,30425.0,3,3,4,334,10,Loyal
2719000332988.0,7,15,51250.0,5,5,5,555,15,Champions
2719000333121.0,84,1,1550.0,2,1,1,211,4,At Risk
2719000333138.0,16,5,26614.579999999998,4,3,4,434,11,Loyal
2719000333213.0,84,3,16020.0,2,2,3,223,7,Potential
2719000333244.0,44,6,6279.58,3,3,2,332,8,Potential
2719000333268.0,59,7,16936.8,2,4,3,243,9,Loyal
2719000333275.0,44,7,13421.06,3,4,3,343,10,Loyal
2719000333282.0,63,3,3860.0,2,2,1,221,5,At Risk
2719000333336.0,15,4,14015.0,4,3,3,433,10,Loyal
